Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,Investors Name,InvestmentnType,Amount in USD,Remarks,City
1545,15/07/2016,TripShelf,eCommerce,Travel Package Marketplace,GEMS group,Seed Funding,250000,,New Delhi
1547,15/07/2016,Ridlr,Consumer Internet,Public Transport Mobile App,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000,,Mumbai
1548,18/07/2016,Yellowdig,Consumer Internet,Online Learning Platform,SRI Capital,Seed Funding,650000,,Pune
1549,18/07/2016,Zuppler,Consumer Internet,Online Food Ordering platform,SRI Capital,Seed Funding,650000,,New Delhi
1550,18/07/2016,BlueStone,eCommerce,Jewellery Etailer,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000,,Mumbai
1553,19/07/2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,Star India Pvt. Ltd,Private Equity,10000000,,New Delhi
1554,19/07/2016,Deal4Loans / Wishfin,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000,,Noida
1555,19/07/2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Prime Venture Partners,Private Equity,1000000,,Bangalore
1556,19/07/2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Green House Ventures Accelerator,Seed Funding,250000,,Gurgaon
1557,20/07/2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Undisclosed Investors,Private Equity,1000000,,Jaipur
1558,20/07/2016,Truckola,Logistics,Tech-focused cargo transport startup,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,595000,,Mumbai
1560,21/07/2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,Nihon Kotsu Co,Private Equity,1000000,,New Delhi
1562,21/07/2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Indian Angel Network,Seed Funding,595000,,Bangalore
1568,02/06/2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Parampara Capital,Private Equity,1000000,,Mumbai
1570,02/06/2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Rainmaker Ventures,Private Equity,1000000,,Mumbai
1572,03/06/2016,GoGo Truck,Consumer Internet,Truck Aggregator & Booking platform,Undisclosed Investor,Seed Funding,75000,,Chennai
1573,03/06/2016,Vyome Biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,Romulus Capital,Private Equity,2000000,,New Delhi
1574,06/06/2016,SillyMonks,Consumer Internet,Digital Media and Entertainment Startup,Sreenivasa Reddy Musani,Seed Funding,448000,,Hyderabad
1575,07/06/2016,CueMath,Education,K-12 Maths Learning Courses,"Sequoia Capital, Unitus Seed Fund",Private Equity,4000000,,Bangalore
1576,07/06/2016,KrazyBee,Consumer Internet,Student Micro-Loan platform,"Yeahmobi, Fenqile",Private Equity,2000000,,Bangalore
1577,07/06/2016,Intgrea,Technology,Post merger Integration Partners,Undisclosed Investor,Seed Funding,100000,,Bangalore
1578,07/06/2016,HelpShift,Technology,Mobile CRM Platform,"Microsoft Ventures, Salesforce Ventures",Private Equity,23000000,,Pune
1579,07/06/2016,CreditVidya,Technology,Credit Scoring Platform,Kalaari Capital,Private Equity,1000000,,Mumbai
1580,08/06/2016,Grey Campus,Consumer Internet,Online Learning Platform,Sarath Sura,Seed Funding,1000000,,Hyderabad
1581,08/06/2016,ListUp,eCommerce,Location based Classified Mobile app,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,500000,,Mumbai
1582,08/06/2016,6Degree,Technology,Tech-enabled Fashion Talent platform,Indian Angel Network,Seed Funding,200000,,Mumbai
1585,08/06/2016,StoreKing,eCommerce,Connecting Small Town Consumers to E-Commerce,Axiata Digital,Private Equity,16000000,,Bangalore
1587,08/06/2016,MySeniorDoctor,Consumer Internet,Online medical support platform,BlackJag Partners,Seed Funding,200000,,Gurgaon
1590,09/06/2016,EPayLater,Technology,Fin-Tech Platform,3 undisclosed HNIs,Seed Funding,2000000,,Mumbai
1592,10/06/2016,Paytunes,Consumer Internet,Mobile based rewards platform,"CIO Angel Network, Indian Angel Network",Private Equity,500000,,New Delhi
1600,13/06/2016,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,undisclosed investor,Private Equity,1000000,,Mumbai
1601,13/06/2016,Matrubharti,Consumer Internet,e-Book Publisher,Viridian Capital,Seed Funding,30000,,
1605,14/06/2016,Jivox,Technology,Data Driven Advertising platform,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,6000000,,Bangalore
1606,14/06/2016,Sminq,Consumer Internet,Queue management Mobile app,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,1000000,,Pune
1607,14/06/2016,CureJoy,Consumer Internet,Online Alternative health community platform,Accel Partners India,Private Equity,4400000,,Bangalore
1608,15/06/2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Indian Angel Network,Seed Funding,450000,,Vadodara
1610,16/06/2016,Diro Labs,Consumer Internet,Contact Management Mobile App,Info Edge (India) Ltd,Private Equity,450000,,New Delhi
1611,16/06/2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Info Edge (India) Ltd,Private Equity,600000,,Gurgaon
1614,16/06/2016,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Sequoia Capital,Private Equity,20000000,,Bangalore
1616,17/06/2016,Cleartax,Consumer Internet,Online Tax Filing Platform,"Ravi Adusumalli, SAIF Partners",Private Equity,12000000,,New Delhi
1617,17/06/2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Infuse Ventures,Private Equity,900000,,Bangalore
1618,17/06/2016,GreytHR,Technology,Payroll & HR Software Developer,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,5200000,,Bangalore
1624,21/06/2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Swan Angel Network,Seed Funding,150000,,Mumbai
1628,21/06/2016,Celerix,Technology,Fintech Product Development & Services Startup,Bitkemy Ventures,Seed Funding,400000,,Bangalore
1629,21/06/2016,NatureNama,Consumer Internet,Online Outdoors & travel,Unicorn Venture,Seed Funding,225000,,Mumbai
1631,21/06/2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,The Chennai Angels,Seed Funding,150000,,Chennai
1632,21/06/2016,PrettySecrets,eCommerce,Women Lingerie Store,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,6000000,,Mumbai
1633,22/06/2016,SpiderG,Consumer Internet,Online invoice app for SMEs,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,150000,,Pune
1634,23/06/2016,FarEye,Technology,Logistics Management Software,Saif Partners,Private Equity,3500000,,New Delhi
1635,23/06/2016,The Uolo,Consumer Internet,School Parent Communication App,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,210000,,Bangalore
1638,24/06/2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,50000,,Mumbai
1640,24/06/2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Kalaari Capital,Seed Funding,500000,,Bangalore
1641,24/06/2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,GVFL,Private Equity,6000000,,Mumbai
1642,24/06/2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mayfield Ventures,Private Equity,3000000,,Mumbai
1643,24/06/2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,Undisclosed investor,Seed Funding,148000,,New Delhi
1644,27/06/2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,1200000,,Bangalore
1645,27/06/2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Undisclosed investor,Seed Funding,100000,,Bangalore
1647,27/06/2016,Travelyaari,Consumer Internet,Online ticket booking platform,GVFL Ltd,Private Equity,3000000,,Bangalore
1648,28/06/2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,"Accel Partners, RB Investments",Private Equity,8000000,,Gurgaon
1649,28/06/2016,Locanix,Technology,GPS based SaaS Solutions,Undisclosed investors,Seed Funding,300000,,Ahmedabad
1650,28/06/2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,32000000,,Ahmedabad
1651,28/06/2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,Sanjeev Sinha,Seed Funding,295000,,New Delhi
1654,29/06/2016,LetReach,eCommerce,ECommerce SAAS Solutions,vCommission,Private Equity,100000,,New Delhi
1655,29/06/2016,TrendieApp,Technology,Visual Content Marketing,Harsh Vardhan Hada,Seed Funding,50000,,Kolkata
1657,29/06/2016,Velvetcase,eCommerce,Online designer jewellery marketplace,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,1500000,,Mumbai
1658,30/06/2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Brand Capital,Private Equity,25000000,,Mumbai
1659,30/06/2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Aarin Capital,Seed Funding,220000,,Bangalore
1661,30/06/2016,Biryani Blues,Food & Beverage,QSR Chain,Carpediem Capital & Others,Private Equity,368000,,Gurgaon
1663,01/05/2016,Get My Parking,Technology,Parking Technology Platform,The Chennai Angels,Seed Funding,376000,,New Delhi
1664,01/05/2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Ankush Mehta,Seed Funding,145000,,Pune
1666,03/05/2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,"GMO Payment Gateway, MediaTek",Private Equity,50000000,,Gurgaon
1668,03/05/2016,Zwayam,Consumer Internet,Online Recruitment Platform,Undisclosed investors,Seed Funding,250000,,Bangalore
1670,03/05/2016,Zuver,Consumer Internet,Car driver Discovery App,"Shruth & Smith Group, Hermes Group",Seed Funding,180000,,Mumbai
1672,04/05/2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,200000,,Mumbai
1673,04/05/2016,Lenskart,eCommerce,Eyewear & Accessories etailer,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,60000000,,New Delhi
1674,04/05/2016,Seclore,Technology,Enterprise Security Technology platform,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,12000000,,Mumbai
1675,04/05/2016,SolarTown,Technology,Solar Rooftop system installation company,Grex.in,Seed Funding,200000,,Chennai
1676,04/05/2016,Comarete,Technology,Telecom & Media IT services company,Grex.in,Seed Funding,200000,,Pune
1677,04/05/2016,MyDentistChoice,eCommerce,Medical Supplies eTailer,Undisclosed investors,Seed Funding,150000,,Hyderabad
1678,04/05/2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Kalaari Capital Accelerator Program,Seed Funding,500000,,Singapore
1679,04/05/2016,Affordplan,Technology,Affordable non-emergency medical service health plans,Kalaari Capital Accelerator Program,Seed Funding,500000,,New Delhi
1680,04/05/2016,Indee,Consumer Internet,Web Video Streaming Platform,Kalaari Capital Accelerator Program,Seed Funding,500000,,Bangalore
1682,05/05/2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Group of undisclosed Angel Investors & HNIs,Seed Funding,375000,,Bangalore
1683,06/05/2016,EduAce Services,Education,Education Workshops & mentoring programs,MoMagic Technologies,Private Equity,1000000,,Lucknow
1685,07/05/2016,Zebroads,Logistics,Logistics and Warehousing services,Undisclosed investors,Seed Funding,75000,,Hyderabad
1686,09/05/2016,Locus,Technology,Logistics Intelligence platform,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,2750000,,Bangalore
1687,09/05/2016,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,"Roopak Saluja, Vishal Khare",Seed Funding,450000,,Bangalore
1688,09/05/2016,Rentickle,eCommerce,"Furniture, appliances Portal","Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,250000,,New Delhi
1689,10/05/2016,HealthifyMe,Consumer Internet,Health & Fitness App,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,6000000,,Bangalore
1690,10/05/2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,1500000,,Chennai
1691,10/05/2016,InnoNano Research,Technology,Clean Water Technology,NanoHoldings,Private Equity,18000000,,Chennai
1692,10/05/2016,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Undisclosed investors,Seed Funding,1500000,,Mumbai
1693,10/05/2016,Swiggy,Consumer Internet,Food Delivery Platform,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,7000000,,Bangalore
1694,11/05/2016,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Undisclosed Investors,Private Equity,900000,,Bangalore
1696,11/05/2016,Fractal Analytics,Technology,Data Analytics Company,Khazanah Nasional Berhad,Private Equity,100000000,,Mumbai
1697,12/05/2016,Unacademy,Consumer Internet,Free Online Education Platform,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,500000,,Bangalore
1698,12/05/2016,Capital Float,Consumer Internet,Online Lending Platform,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,25000000,,Bangalore
1699,12/05/2016,Life Circle,Healthcare,Senior Healthcare Services,GROUPE SOS,Private Equity,150000,,Hyderabad
1704,13/05/2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,"Matrix Partners, Nexus Ventures",Private Equity,13500000,,Chennai
1705,13/05/2016,WoW Express,Logistics,E-Commerce Logistics Solutions,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000,,Mumbai
1706,16/05/2016,Smartivity,eCommerce,Smart Learning products,"S Chand, AdvantEdge Partners",Private Equity,1000000,,Delhi
1711,18/05/2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,YourNest Angel Fund,Seed Funding,250000,,Bangalore
1712,18/05/2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Katabole Technology Venture,Seed Funding,100000,,Trivandrum
1714,18/05/2016,EduPristine,Education,Online Certification Courses,"Kaizen Management Advisors, DeVry Inc",Private Equity,10000000,,Mumbai
1715,18/05/2016,BhiveWorkspace,Reality,Co-Working Spaces,Blume Ventures,Private Equity,1000000,,Bangalore
1717,19/05/2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Undisclosed investors,Seed Funding,1000000,,Mumbai
1719,19/05/2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,Undisclosed HNIs,Seed Funding,500000,,New Delhi
1720,19/05/2016,Veqta,Consumer Internet,On Demand Digital Sports Network,"Chatsworth Management, ITW Digital",Seed Funding,500000,,New Delhi
1721,20/05/2016,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Undisclosed Investors,Seed Funding,300000,,Noida
1723,23/05/2016,Hoppingo,Consumer Internet,Fashion Discovery platform,vCommission,Seed Funding,89000,,New Delhi
1725,24/05/2016,Goalwise,Consumer Internet,Online investment platform,Undisclosed HNIs,Seed Funding,1000000,,Bangalore
1727,25/05/2016,Address Health,Healthcare,Pediatric Primary Healthcare Network,Gray Matters Capital,Private Equity,1500000,,Bangalore
1728,25/05/2016,Arcatron Mobility,Technology,Mobility Devices for differently abled,Sudhir Mehta,Seed Funding,100000,,Pune
1730,26/05/2016,Cleartax,Consumer Internet,Online Income Tax Filing platform,"FF Angel, Sequoia Capital",Private Equity,2000000,,Bangalore
1732,26/05/2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,MoMagic Technologies,Seed Funding,475000,,New Delhi
1734,30/05/2016,Vahanalytics,Technology,Safe driving Analytics platform,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000,,Mumbai
1736,31/05/2016,Koovs,eCommerce,Apparel & Lifestyle eTailer,HT Media Ltd,Private Equity,4400000,,New Delhi
1737,31/05/2016,CCavenue,Consumer Internet,Payment Gateway,NSI Infinium Global Pvt. Ltd,Private Equity,8900000,,Mumbai
1740,31/05/2016,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Undisclosed Investors,Seed Funding,175000,,Mumbai
1741,01/04/2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,2700000,,SFO / Bangalore
1746,04/04/2016,Hungama,Consumer Internet,Digital Media Entertainment Portal,Xiaomi Inc,Private Equity,25000000,,Mumbai
1751,06/04/2016,Shipsy,Logistics,Logistics Solutions,DTDC Express Ltd,Private Equity,1000000,,Gurgaon
1752,06/04/2016,gear6,Consumer Internet,Online bike service and repairs platform,Ninestarter,Seed Funding,500000,,Bangalore
1753,06/04/2016,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,L\\xe2\\x80\\x99Occitane,Private Equity,6000000,,Mumbai
1754,06/04/2016,Petoo,Consumer Internet,Online Food Delivery Platform,Axilor Ventures,Private Equity,1000000,,Bangalore
1758,08/04/2016,imedilane,Consumer Internet,Online Health Diagnosis platform,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000,,New Delhi
1759,11/04/2016,Living Local,Consumer Internet,Social discovery platform,Rattan Chadha,Seed Funding,200000,,Mumbai
1761,11/04/2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000,,New Delhi
1762,11/04/2016,PriceRaja,Consumer Internet,Price Comparison Portal,Prashant Puri,Seed Funding,300000,,Gurgaon
1763,12/04/2016,MagicX,Consumer Internet,On-Demand Task Management App,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000,,Bangalore
1767,13/04/2016,Legalraasta,Consumer Internet,Online legal Services for Startups,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000,,New Delhi
1768,13/04/2016,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Dr. Aniruddha Malpani,Seed Funding,150000,,Pune
1769,13/04/2016,Hippily,eCommerce,Fashion ECommerce App,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000,,Mumbai
